지역,구분,no.,시도,시군구,어린이집명,어린이집유형구분,운영현황,우편번호,주소,어린이집전화번호,어린이집팩스번호,보육실수,보육실면적,놀이터수,CCTV설치수,보육교직원수,정원수,현원수,위도,경도,통학차량운영여부,홈페이지주소,인가일자,휴지시작일자,휴지종료일자,폐지일자
,강원,106,강원특별자치도,춘천시,홀츠앤키즈스위첸어린이집,가정,정상,24217,"강원특별자치도 춘천시 만천로 69 , 106동101호(만천리, KCC스위첸)",033-253-8555,033-253-8555,3,87,0,4,6,20,15,37.87905278,127.764486,미운영,,2012-03-02,,,
,강원,107,강원특별자치도,춘천시,한마음어린이집,직장,정상,24238,강원특별자치도 춘천시 영서로 2491 ,033-815-8015,--,6,233,1,23,11,70,30,37.88182188,127.710045,운영,,2012-03-02,,,
,강원,108,강원특별자치도,춘천시,맘앤베이비어린이집,가정,정상,24229,"강원특별자치도 춘천시 새청말길 26 , 110동102호(우두동,강변코아루아파트)",033-255-0305,033-255-0307,4,56,0,4,5,19,10,37.89771121,127.7363874,운영,,2012-03-09,,,
,강원,109,강원특별자치도,춘천시,홀츠하임어린이집,민간,정상,24431,강원특별자치도 춘천시 경춘로 2255-20 (온의동),033-251-4378,033-253-2282,6,185,1,8,12,69,49,37.85743295,127.7140749,운영,www.http://instagram.holz.heim,2012-03-12,,,
,강원,110,강원특별자치도,춘천시,초록지붕어린이집,가정,정상,24404,"강원특별자치도 춘천시 거두택지길 7 , 104동104호(초록지붕아파트)",033-254-0844,033-818-0844,4,64,0,4,5,20,7,37.85355477,127.7530107,운영,,2012-03-12,,,
,강원,111,강원특별자치도,춘천시,별마루어린이집,민간,정상,24327,강원특별자치도 춘천시 공지로 120-6 ,033-264-5543,--,5,109,0,8,11,33,16,37.8571517,127.747843,운영,,2012-04-09,,,
,강원,112,강원특별자치도,춘천시,노아키즈어린이집,가정,정상,24429,"강원특별자치도 춘천시 스포츠타운길 535 , 2동101호(온의동, 금호1차아파트)",033-256-3233,033-256-3234,4,71,0,4,10,20,20,37.86953292,127.7154734,미운영,,2012-04-23,,,
,강원,113,강원특별자치도,춘천시,산내들어린이집,민간,정상,24400,강원특별자치도 춘천시 거두길 5-61 (거두리 655-4),033-262-6060,033-262-6060,6,259,1,16,17,98,90,37.86143025,127.7600998,운영,,2012-08-21,,,
,강원,114,강원특별자치도,춘천시,아이꿈터어린이집,가정,정상,24282,강원특별자치도 춘천시 부안길6번길 32 (후평동 796-16),033-255-4505,0504-008-1438,5,60,0,8,7,19,18,37.8772565,127.7512783,미운영,,2012-09-25,,,
,강원,115,강원특별자치도,춘천시,춘천多利어린이집,가정,정상,24230,"강원특별자치도 춘천시 충열로 30 , 102동103호(우두동, 삼성아파트)",033-251-0421,033-251-0421,5,72,0,5,4,20,8,37.89876366,127.7307598,미운영,,2012-12-07,,,
,강원,116,강원특별자치도,춘천시,아이미소어린이집,가정,정상,24302,"강원특별자치도 춘천시 세실로 261 , 606동104호(후평동, 세경6차아파트)",033-912-8520,033-912-8520,4,84,0,4,8,20,15,37.88009129,127.7543078,미운영,,2012-12-10,,,
,강원,117,강원특별자치도,춘천시,가온그루어린이집,가정,정상,24258,"강원특별자치도 춘천시 삭주로 90 , 5동102호(후평동, 동보빌리지)",070-4223-6064,033-255-2823,3,46,0,8,7,17,13,37.88254556,127.7406334,미운영,,2012-12-31,,,
,강원,118,강원특별자치도,춘천시,하늘샘어린이집,가정,정상,24214,"강원특별자치도 춘천시 만천로 242 , 101동104호(춘천장학아이파크)",033-244-2278,--,4,73,0,4,9,20,19,37.89108953,127.7554656,운영,,2013-01-18,,,
,강원,119,강원특별자치도,춘천시,아이꿈어린이집,가정,정상,24419,"강원특별자치도 춘천시 승지골길16번길 47 , 1008동104호(퇴계동, 뜨란채아파트)",033-255-0426,033-255-0426,3,57,0,7,7,19,14,37.84899573,127.7451203,미운영,,2013-01-22,,,
,강원,120,강원특별자치도,춘천시,다원어린이집,가정,정상,24214,"강원특별자치도 춘천시 만천로 242 , 101동105호(춘천장학아이파크)",033-244-4888,0505-115-1991,4,73,0,4,10,20,15,37.89108953,127.7554656,운영,,2013-02-01,,,
,강원,121,강원특별자치도,춘천시,아기숲어린이집,가정,정상,24392,"강원특별자치도 춘천시 퇴계로 220-19 , 303동102호[석사동, 퇴계(3)주공아파트]",033-261-0031,033-261-0031,4,72,0,4,6,20,12,37.85503744,127.7425312,운영,,2013-02-08,,,
,강원,122,강원특별자치도,춘천시,영화어린이집,가정,정상,24457,강원특별자치도 춘천시 칠전서1길 24 (강남동),033-263-2668,033-263-2660,3,148,0,6,5,20,12,37.84205969,127.715831,미운영,,2013-03-07,,,
,강원,123,강원특별자치도,춘천시,위캔키즈월드어린이집,민간,정상,24434,강원특별자치도 춘천시 영서로 2317 럭키아파트 내,033-251-3616,033-251-3616,5,129,1,6,11,39,27,37.86544467,127.716232,운영,,2013-03-18,,,
,강원,124,강원특별자치도,춘천시,아이다운어린이집,가정,정상,24229,"강원특별자치도 춘천시 새청말길 26 , 103동101호(우두동, 강변코아루아파트)",033-252-1170,033-252-1170,5,81,0,5,8,20,20,37.89680109,127.7355507,운영,,2013-03-15,,,
,강원,125,강원특별자치도,춘천시,아이랑어린이집,가정,정상,24214,"강원특별자치도 춘천시 동면 만천로 242 , 104동105호(춘천장학아이파크)",033-242-8216,033-242-8215,4,80,0,4,6,20,13,37.89108953,127.7554656,운영,,2013-03-21,,,
,강원,126,강원특별자치도,춘천시,아이존어린이집,직장,정상,24465,강원특별자치도 춘천시 남산면 버들1길 130 (수동리 736),02-6233-5891,02-6233-5890,5,170,1,11,12,49,19,37.75645247,127.6379025,운영,,2013-04-01,,,
,강원,127,강원특별자치도,춘천시,아이숲어린이집,가정,정상,24453,"강원특별자치도 춘천시 행촌로 14 , 203동104호(퇴계동, 현대아파트)",033-254-0158,033-254-0157,3,48,0,4,5,16,9,37.85781202,127.7228418,미운영,,2013-04-24,,,
,강원,128,강원특별자치도,춘천시,포도나무어린이집,가정,정상,24413,"강원특별자치도 춘천시 지석로 29 521동 102호(석사동, 춘천휴먼타운아파트)",033-243-2437,0504-445-2427,3,45,1,4,6,17,8,37.85293591,127.7404425,미운영,sun23297@hanmail.net,2013-05-06,,,
,강원,129,강원특별자치도,춘천시,라임오렌지어린이집,가정,정상,24403,강원특별자치도 춘천시 동내면 춘천순환로94번길 10 101동 103호(부영아파트),033-257-1236,--,4,63,1,4,6,20,9,37.85534738,127.7542633,운영,https://m.blog.naver.com/grand0919,2013-07-19,,,
,강원,130,강원특별자치도,춘천시,아이파크어린이집,민간,정상,24214,강원특별자치도 춘천시 동면 만천로 242 장학아이파크아파트 관리동,033-911-3966,033-911-3966,3,94,0,4,6,27,17,37.89108853,127.7554691,운영,,2013-10-11,,,
,강원,131,강원특별자치도,춘천시,자람어린이집,민간,정상,24400,강원특별자치도 춘천시 동내면 외솔길19번길 25 (거두리 850-3),033-264-0589,033-264-0589,8,332,1,20,19,121,76,37.85761285,127.7527728,운영,http://cafe.daum.net/happyjaram,2013-10-30,,,
,강원,132,강원특별자치도,춘천시,지텍빌리지어린이집,직장,정상,24398,강원특별자치도 춘천시 동내면 거두단지길 55 지텍빌리지 어린이집,033-261-1906,033-261-1904,9,619,1,32,22,99,95,37.86760314,127.7819589,운영,,2014-02-28,,,
,강원,133,강원특별자치도,춘천시,장학어린이집,국공립,정상,24209,강원특별자치도 춘천시 동면 소양강로 100 춘천장학LH1단지 관리동,033-253-4680,033-253-4682,5,118,1,13,15,43,27,37.89570406,127.7516553,미운영,,2014-08-01,,,
,강원,134,강원특별자치도,춘천시,꿈마루어린이집,민간,정상,24209,강원특별자치도 춘천시 동면 소양강로 102 장학LH해온채아파트관리동,033-241-2135,033-241-2133,4,119,0,5,7,32,18,37.89761681,127.7523479,운영,,2014-09-12,,,
,강원,135,강원특별자치도,춘천시,진심어린이집,국공립,정상,24269,강원특별자치도 춘천시 소양로2가 서부대성로 33 이편한세상  관리동,033-253-5577,033-253-7733,4,183,2,13,15,52,44,37.8853955,127.7255465,미운영,,2015-07-03,,,
,강원,136,강원특별자치도,춘천시,다사랑어린이집,민간,정상,24335,"강원특별자치도 춘천시 춘천로 120 (효자동,현진에버빌3차) 관리동",033-241-5071,033-241-5072,4,174,1,6,11,39,28,37.87330573,127.7303861,운영,http://cafe.naver.com/dasarangchild,2016-01-19,,,
,강원,137,강원특별자치도,춘천시,아기미소어린이집,민간,재개,24399,강원특별자치도 춘천시 동내면 거두택지길 80 호반베르디움에코아파트 관리동어린이집,033-261-0091,033-261-0091,4,73,0,6,3,22,4,37.85439348,127.7602576,운영,,2016-02-23,,,
강원,강원,138,강원특별자치도,춘천시,춘천장학부영사랑으로어린이집,민간,정상,24209,"강원특별자치도 춘천시 동면 소양강로 104 (장학리,부영아파트) 단지내보육시설",033-244-2384,033-255-2385,3,76,0,4,6,22,10,37.89690855,127.7532138,미운영,,2016-05-02,,,
,강원,139,강원특별자치도,춘천시,롯데스카이어린이집,민간,정상,24363,강원특별자치도 춘천시 방송길 70 롯데캐슬스카이클래스 106동 의무어린이집,033-255-2435,033-255-2436,5,170,1,10,17,53,51,37.87013068,127.716632,운영,,2016-05-02,,,
,강원,140,강원특별자치도,춘천시,강원경찰청어린이집,직장,정상,24217,강원특별자치도 춘천시 동면 만천로143번길 84 ,033-244-5586,033-244-5587,7,656,1,26,23,100,84,37.87769506,127.7648606,운영,,2016-08-31,,,
,강원,141,강원특별자치도,춘천시,퇴계봄내어린이집,국공립,정상,24426,강원특별자치도 춘천시 승지골길16번길 14 퇴계7단지주공아파트 관리동,033-257-0313,070-7786-0313,4,99,1,6,1,29,0,37.84749296,127.7426536,미운영,,2017-03-01,,,
,강원,142,강원특별자치도,춘천시,만천아람어린이집,국공립,정상,24215,강원특별자치도 춘천시 동면 후석로326번길 96 춘천만천LH아파트 관리동,033-251-3455,033-251-3457,3,100,0,4,12,33,25,37.88318029,127.7590939,운영,,2017-03-01,,,
,강원,143,강원특별자치도,춘천시,거두행복어린이집,국공립,정상,24399,강원특별자치도 춘천시 동내면 거두택지길 70 ,033-263-9710,--,4,163,1,11,15,43,35,37.85478451,127.7594162,미운영,,2018-02-01,,,
,강원,144,강원특별자치도,춘천시,우두나무어린이집,국공립,정상,24221,강원특별자치도 춘천시 우두로 130 ,033-255-7277,033-255-7277,5,131,1,12,18,43,43,37.91156902,127.7371794,미운영,http://cafe.daum.net/woodunamu,2018-02-01,,,
,강원,145,강원특별자치도,춘천시,두미르어린이집,직장,정상,24275,강원특별자치도 춘천시 소양로 30 두미르어린이집,033-253-5242,033-254-5242,6,358,4,16,18,80,71,37.87758109,127.717568,미운영,,2018-02-23,,,
,강원,146,강원특별자치도,춘천시,후평우미린어린이집,국공립,정상,24303,강원특별자치도 춘천시 보안길 36 춘천후평우미린뉴시티 관리동,033-242-5832,--,6,295,1,20,20,89,63,37.8788952,127.7526825,미운영,,2019-10-16,,,
,강원,147,강원특별자치도,춘천시,후평트루엘어린이집,국공립,정상,24279,강원특별자치도 춘천시 백령로 215 일성트루엘더퍼스트 관리동,033-254-5119,--,4,151,1,7,17,55,43,37.87768363,127.7480612,미운영,,2019-10-16,,,
,강원,148,강원특별자치도,춘천시,퇴계이편한어린이집,국공립,정상,24448,강원특별자치도 춘천시 안마산로 133 이편한세상 춘천한숲시티 관리동,033-241-1690,033-252-1690,4,173,1,12,18,48,48,37.85321537,127.7321308,미운영,,2020-01-30,,,
,강원,149,강원특별자치도,춘천시,퇴계한숲어린이집,국공립,정상,24448,강원특별자치도 춘천시 안마산로 133 이편한세상 춘천한숲시티 관리동,033-243-2200,033-243-2201,4,254,1,15,16,94,68,37.85581297,127.729847,미운영,,2020-01-30,,,
,강원,150,강원특별자치도,춘천시,그랜드키즈어린이집,가정,정상,24319,강원특별자치도 춘천시 우석로101번길 20 그랜드아파트 관리동,033-253-3963,0504-039-3082,3,97,0,4,4,20,9,37.8671833,127.7568705,운영,,2020-08-03,,,
,강원,151,강원특별자치도,춘천시,숲속자이어린이집,국공립,정상,24472,강원특별자치도 춘천시 스포츠타운길 460 춘천 파크자이아파트 관리동,033-255-4330,--,4,184,1,7,16,45,45,37.86734369,127.7079133,미운영,,2020-12-22,,,
,강원,152,강원특별자치도,춘천시,봄내우두어린이집,국공립,정상,24221,강원특별자치도 춘천시 우두1길 129 춘천우두LH2단지아파트 관리동,033-251-0513,--,4,203,1,8,18,48,48,37.914034,127.7396074,미운영,,2020-12-22,,,
,강원,153,강원특별자치도,춘천시,베이비키즈어린이집,가정,재개,24391,강원특별자치도 춘천시 퇴계로 220-20 관리동 1층,033-257-2606,--,3,70,0,4,4,19,4,37.85626086,127.7403621,미운영,,2021-04-06,,,
,강원,154,강원특별자치도,춘천시,춘천시청어린이집,직장,정상,24264,강원특별자치도 춘천시 삭주로 3-1 ,033-257-3974,033-256-3974,10,398,1,34,22,127,81,37.8823499,127.7331546,미운영,,2021-10-21,,,
,강원,155,강원특별자치도,춘천시,약사모아엘가어린이집,국공립,정상,24357,강원특별자치도 춘천시 공지로 400 ,033-818-2500,033-818-2510,3,176,0,7,11,33,30,37.8725057,127.7227908,미운영,,2022-01-27,,,
,강원,156,강원특별자치도,춘천시,파크푸르지오어린이집,국공립,정상,24430,강원특별자치도 춘천시 스포츠타운길 501 ,033-244-7732,--,4,207,0,14,14,48,44,37.86803248,127.7102269,미운영,,2022-01-27,,,
,강원,157,강원특별자치도,춘천시,이지더원어린이집,국공립,정상,24221,강원특별자치도 춘천시 우두1길 70 이지더원 아파트내,033-255-4680,0504-186-6792,5,183,1,8,14,40,40,37.90851269,127.7349384,미운영,,2022-10-21,,,
,강원,158,강원특별자치도,춘천시,타워푸르지오어린이집,국공립,정상,24363,강원특별자치도 춘천시 방송길 77 춘천센트럴타워푸르지오,033-242-2228,033-242-2229,6,400,3,13,18,78,78,37.8704653,127.7197627,미운영,,2022-10-21,,,
,강원,159,강원특별자치도,춘천시,위너클래스어린이집,국공립,정상,24362,강원특별자치도 춘천시 방송길 41 ,033-255-1211,070-7966-1215,3,185,3,8,13,37,37,37.87214111,127.7212794,미운영,,2022-11-17,,,
,강원,160,강원특별자치도,춘천시,강원대학교병원어린이집,직장,정상,24286,강원특별자치도 춘천시 서부대성로 257 강원대학교병원어린이집,033-244-0117,033-244-0116,7,348,3,23,26,99,83,37.87304262,127.7486081,미운영,,2023-03-01,,,
,강원,161,강원특별자치도,춘천시,미소지움어린이집,가정,정상,24361,"강원특별자치도 춘천시 근화길15번길 26 관리동(근화동, 신성근화미소지움아파트)",033-253-6002,--,4,54,0,7,3,20,3,37.87196039,127.7184193,미운영,,2023-03-06,,,
,강원,162,강원특별자치도,춘천시,자작나무어린이집,국공립,정상,24399,강원특별자치도 춘천시 너부래길 50 자작나무어린이집,033-262-8936,033-262-7440,4,188,1,16,15,69,50,37.84204683,127.7666905,운영,,2023-11-02,,,
,강원,163,강원특별자치도,춘천시,모아엘가그랑데어린이집,국공립,정상,24473,강원특별자치도 춘천시 동내면 학곡지구길 52 관리동 어린이집,033-262-2505,033-262-2506,5,245,3,12,14,56,52,37.56647,126.977963,미운영,,2025-04-29,,,
,강원,164,강원특별자치도,춘천시,모아엘가비스타어린이집,국공립,정상,24473,강원특별자치도 춘천시 동내면 학곡지구길 22 ,033-262-2500,--,5,259,4,0,8,64,13,37.56647,126.977963,미운영,,2025-04-29,,,
,강원,165,강원특별자치도,원주시,웨스포어린이집,국공립,정상,26336,강원특별자치도 원주시 우산공단길 24 (우산동),033-742-4045,033-742-4095,7,804,2,20,21,119,87,37.3748012,127.9409705,운영,,1999-12-30,,,
,강원,166,강원특별자치도,원주시,서강어린이집,사회복지법인,정상,26311,강원특별자치도 원주시 신촌길 3-2 ,033-743-2174,033-746-2174,5,250,1,8,6,56,11,37.39537688,127.9506888,운영,,1990-12-07,,,
,강원,167,강원특별자치도,원주시,우산어린이집,국공립,정상,26335,강원특별자치도 원주시 우산공단길 155-7 ,033-744-8207,033-746-8207,5,263,1,11,13,65,41,37.38216156,127.9377634,운영,,1994-05-03,,,
,강원,168,강원특별자치도,원주시,흥업어린이집,국공립,정상,26403,강원특별자치도 원주시 흥업면 남원로 50 ,033-763-5885,033-763-5887,5,201,1,10,15,74,68,37.29989503,127.9199244,운영,http://cafe.daum.net/hukindergarden,1990-03-02,,,
,강원,169,강원특별자치도,원주시,예라어린이집,국공립,정상,26311,강원특별자치도 원주시 태장공단길 46 (태장동),033-747-7391,033-747-7396,5,228,1,11,10,75,25,37.40435013,127.9467645,운영,,1994-06-21,,,
